gender,age,student_since,nationality,school_education,attended_university	
male,24,7/4/2016,Afghanistan,,	
male,24,7/15/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,22,7/2/2016,Syrian Arab Republic,,	
male,28,7/3/2016,Germany,Upper secondary education (11-13 school years),TRUE	
female,26,7/3/2016,Syrian Arab Republic,,	
male,40,7/26/2016,Syrian Arab Republic,Lower secondary education (7-11 school years),TRUE	
male,31,7/2/2016,Syrian Arab Republic,,	
male,28,7/5/2016,Syrian Arab Republic,Primary education (4-7 school years),TRUE	
male,34,7/19/2016,Bangladesh,,	
male,36,7/4/2016,Ethiopia,,	
female,32,7/10/2016,China,,	
female,27,7/17/2016,Bangladesh,,	
female,36,7/3/2016,Yemen,Upper secondary education (11-13 school years),	
male,39,7/3/2016,Togo,,	
male,30,7/4/2016,Afghanistan,,	
male,37,7/8/2016,Syrian Arab Republic,,	
male,26,7/12/2016,Syrian Arab Republic,,TRUE	
male,29,7/8/2016,Nigeria,,TRUE	
male,26,7/3/2016,Chad,,	
female,23,7/5/2016,"Palestine, State of",,
female,46,7/8/2016,"Palestine, State of",Upper secondary education (11-13 school years),TRUE
male,30,7/4/2016,Afghanistan,Primary education (4-7 school years),FALSE	
male,47,7/2/2016,Syrian Arab Republic,,	
male,51,7/3/2016,Germany,,	
male,35,7/5/2016,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,31,7/6/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,34,8/19/2016,Syrian Arab Republic,,	
female,34,7/6/2016,Iraq,Upper secondary education (11-13 school years),TRUE	
male,27,7/4/2016,Iraq,,TRUE	
male,29,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,8/12/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,7/2/2016,"Palestine, State of",,
female,27,7/2/2016,Western Sahara,,	
female,22,7/2/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,7/12/2016,Germany,Upper secondary education (11-13 school years),	
male,33,7/4/2016,Afghanistan,,	
male,23,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,29,8/4/2016,Syrian Arab Republic,,	
female,37,7/3/2016,Iraq,,	
male,31,7/11/2016,Syrian Arab Republic,,TRUE	
male,33,7/2/2016,Syrian Arab Republic,,	
other,41,7/4/2016,Switzerland,,	
male,29,7/7/2016,Syrian Arab Republic,,	
female,31,7/4/2016,Ethiopia,,	
male,33,7/17/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,33,7/2/2016,Syrian Arab Republic,,	
male,29,7/2/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,28,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,45,7/4/2016,Syrian Arab Republic,,	
male,29,8/19/2016,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,26,7/3/2016,Syrian Arab Republic,,	
male,27,8/8/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,26,8/8/2016,"Palestine, State of",,
male,25,7/2/2016,Syrian Arab Republic,Primary education (4-7 school years),	
male,31,7/2/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,31,9/18/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,7/2/2016,Syrian Arab Republic,,	
male,32,7/8/2016,Syrian Arab Republic,,	
male,34,7/3/2016,Bangladesh,,	
male,25,9/25/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,7/12/2016,Syrian Arab Republic,,	
male,31,7/5/2016,Syrian Arab Republic,,	
male,24,11/10/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,29,7/6/2016,Syrian Arab Republic,,	
male,28,7/2/2016,Syrian Arab Republic,,	
male,23,7/5/2016,Syrian Arab Republic,,	
male,32,7/6/2016,Syrian Arab Republic,,	
male,29,7/8/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,37,7/2/2016,Syrian Arab Republic,,	
male,28,7/4/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,7/11/2016,Syrian Arab Republic,,	
female,28,7/9/2016,"Palestine, State of",,
male,31,7/4/2016,Afghanistan,,	
male,27,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,29,7/2/2016,Syrian Arab Republic,,	
female,38,7/3/2016,Germany,,	
male,22,7/12/2016,Syrian Arab Republic,,	
male,31,7/2/2016,Ethiopia,,	
female,47,7/2/2016,Syrian Arab Republic,,	
male,24,7/3/2016,Pakistan,,	
male,26,7/4/2016,Syrian Arab Republic,,	
male,32,7/4/2016,Syrian Arab Republic,,	
male,27,7/7/2016,Syrian Arab Republic,,	
male,42,7/13/2016,Jordan,,	
male,24,7/2/2016,Syrian Arab Republic,,	
male,23,7/5/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,33,7/7/2016,Syrian Arab Republic,,	
male,29,7/2/2016,Nigeria,Upper secondary education (11-13 school years),	
male,26,7/11/2016,Syrian Arab Republic,,	
male,30,7/4/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,26,7/4/2016,Afghanistan,,	
male,40,7/3/2016,Morocco,Upper secondary education (11-13 school years),FALSE	
male,31,8/1/2016,Syrian Arab Republic,Lower secondary education (7-11 school years),	
male,31,7/21/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,27,7/3/2016,Bangladesh,,	
male,33,7/7/2016,Syrian Arab Republic,,	
male,28,7/4/2016,Bangladesh,,	
male,29,8/12/2016,Iran (Islamic Republic of),,	
male,26,7/9/2016,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,31,7/13/2016,Somalia,Upper secondary education (11-13 school years),	
male,35,7/5/2016,Syrian Arab Republic,,	
male,21,7/18/2016,Somalia,Upper secondary education (11-13 school years),TRUE	
male,28,7/5/2016,Syrian Arab Republic,,	
male,23,7/12/2016,Bangladesh,,	
male,24,7/4/2016,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,30,8/9/2016,Somalia,I did not go to school,	
male,34,8/9/2016,Somalia,Upper secondary education (11-13 school years),	
male,25,7/3/2016,Syrian Arab Republic,,	
male,39,7/2/2016,Sudan,,	
male,29,7/2/2016,Syrian Arab Republic,,	
male,29,7/5/2016,Congo (Democratic Republic of the),,	
female,25,7/2/2016,Syrian Arab Republic,,	
male,28,7/4/2016,Syrian Arab Republic,,	
male,25,7/15/2016,Afghanistan,,	
male,22,7/2/2016,Somalia,Upper secondary education (11-13 school years),TRUE	
male,34,7/11/2016,Pakistan,Upper secondary education (11-13 school years),TRUE	
male,25,7/2/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,7/14/2016,Syrian Arab Republic,,	
male,29,7/2/2016,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,33,7/5/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,44,7/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,7/2/2016,Syrian Arab Republic,,	
female,24,7/4/2016,Syrian Arab Republic,,	
male,28,7/3/2016,Syrian Arab Republic,,	
male,34,7/17/2016,Eritrea,,	
female,28,8/16/2016,Ukraine,,	
male,27,7/2/2016,Afghanistan,,	
male,21,7/3/2016,Syrian Arab Republic,,TRUE	
female,21,7/27/2016,Syrian Arab Republic,,	
female,23,7/5/2016,Syrian Arab Republic,,	
male,28,7/8/2016,Afghanistan,,	
male,29,7/3/2016,Afghanistan,,	
male,28,7/2/2016,Afghanistan,,	
male,31,7/3/2016,Afghanistan,,	
male,23,7/2/2016,Syrian Arab Republic,,	
male,22,7/16/2016,Bangladesh,,	
female,24,7/4/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,29,7/4/2016,Syrian Arab Republic,,	
male,29,7/2/2016,Syrian Arab Republic,,	
male,27,8/24/2016,Syrian Arab Republic,,TRUE	
male,24,10/3/2016,Iraq,,	
male,44,7/3/2016,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,29,7/4/2016,Morocco,,	
male,34,8/10/2016,Syrian Arab Republic,,	
male,26,7/13/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,7/6/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,38,7/9/2016,Iran (Islamic Republic of),,	
male,22,7/10/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,43,7/2/2016,Bangladesh,,	
male,24,7/6/2016,Syrian Arab Republic,,	
male,30,7/3/2016,Syrian Arab Republic,,	
male,28,7/25/2016,Afghanistan,,	
male,23,7/12/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,23,7/8/2016,Syrian Arab Republic,,	
male,34,7/3/2016,Côte d'Ivoire,,	
male,29,10/25/2017,Bangladesh,Upper secondary education (11-13 school years),TRUE	
male,22,8/7/2016,Syrian Arab Republic,,	
female,32,7/5/2016,Afghanistan,,	
male,32,7/2/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,23,8/11/2016,Syrian Arab Republic,,	
female,30,8/17/2016,Eritrea,,	
male,28,7/11/2016,Syrian Arab Republic,,	
male,27,7/5/2016,Syrian Arab Republic,,	
female,33,7/2/2016,Syrian Arab Republic,,	
male,25,7/3/2016,Pakistan,,	
male,30,7/9/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,7/11/2016,Sierra Leone,,	
male,36,7/16/2016,Ghana,,	
male,35,7/8/2016,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,38,7/16/2016,Syrian Arab Republic,Primary education (4-7 school years),	
male,40,7/13/2016,Morocco,,	
male,30,8/7/2016,Eritrea,Upper secondary education (11-13 school years),TRUE	
male,25,7/11/2016,Syrian Arab Republic,,	
male,34,7/11/2016,Ethiopia,,	
male,25,7/5/2016,Pakistan,,	
female,31,7/5/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,33,8/14/2016,Sweden,,	
male,24,7/8/2016,Syrian Arab Republic,,	
male,38,8/2/2016,"Palestine, State of",,
male,51,8/17/2016,Libya,Upper secondary education (11-13 school years),	
male,22,7/23/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,31,9/20/2017,Syrian Arab Republic,I did not go to school,FALSE	
male,30,9/19/2018,Poland,Upper secondary education (11-13 school years),TRUE	
male,21,7/24/2016,Afghanistan,,	
female,34,7/22/2016,Saudi Arabia,,	
male,34,8/16/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,31,8/1/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,7/21/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,37,7/22/2016,Zimbabwe,,	
male,31,8/15/2016,Syrian Arab Republic,,	
male,33,7/31/2016,Afghanistan,,	
male,29,7/24/2016,Ghana,,	
female,24,8/2/2016,Syrian Arab Republic,,	
male,56,7/27/2016,Congo (Democratic Republic of the),,	
male,28,7/24/2016,Syrian Arab Republic,,	
female,32,7/23/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,33,7/21/2016,Armenia,,	
male,33,7/22/2016,Afghanistan,,	
male,45,7/21/2016,Iran (Islamic Republic of),Upper secondary education (11-13 school years),TRUE	
male,31,8/16/2016,Iran (Islamic Republic of),,	
male,39,10/24/2017,Gambia,Upper secondary education (11-13 school years),TRUE	
male,27,7/26/2016,Iraq,,	
male,39,8/8/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,7/23/2016,Bangladesh,,	
male,22,8/15/2016,Syrian Arab Republic,,	
male,35,7/21/2016,Zimbabwe,Upper secondary education (11-13 school years),TRUE	
male,55,7/21/2016,Ethiopia,,	
male,29,7/25/2016,Syrian Arab Republic,,	
male,27,7/22/2016,Nigeria,,	
male,28,7/29/2016,Somalia,,	
female,23,7/22/2016,Eritrea,,TRUE	
male,28,8/10/2016,Pakistan,,	
male,21,7/29/2016,Somalia,,	
male,34,8/10/2016,Eritrea,,	
male,24,7/27/2016,Afghanistan,,	
male,37,8/8/2016,Syrian Arab Republic,,	
male,28,2/6/2017,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
female,30,7/26/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,30,7/26/2016,"Palestine, State of",Upper secondary education (11-13 school years),
male,30,7/23/2016,Afghanistan,,	
male,32,8/18/2016,Pakistan,,	
male,22,7/27/2016,Pakistan,,	
male,29,7/24/2016,Uganda,,	
female,44,7/23/2016,Syrian Arab Republic,,	
male,22,8/18/2016,Yemen,Upper secondary education (11-13 school years),TRUE	
male,26,8/20/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,29,8/4/2016,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,28,7/21/2016,Syrian Arab Republic,,	
male,42,7/28/2016,Syrian Arab Republic,,	
male,25,11/7/2018,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,21,7/21/2016,Syrian Arab Republic,,	
female,30,7/27/2016,Somalia,,	
male,31,7/20/2016,Afghanistan,I did not go to school,FALSE	
male,35,7/21/2016,Austria,,	
female,31,7/21/2016,Afghanistan,,	
male,30,8/19/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,22,8/2/2016,Gambia,,	
male,28,7/23/2016,Syrian Arab Republic,,	
male,32,8/12/2016,Syrian Arab Republic,,	
male,27,7/24/2016,Ethiopia,,	
female,26,7/22/2016,Myanmar,,	
male,19,7/29/2016,Afghanistan,,	
male,30,7/23/2016,Syrian Arab Republic,,	
male,25,7/26/2016,Iraq,,	
male,26,7/20/2016,Myanmar,,	
male,38,7/22/2016,"Palestine, State of",,
male,27,7/21/2016,Sudan,,	
male,22,8/9/2016,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,31,8/3/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,31,7/21/2016,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,31,7/21/2016,Iraq,,	
male,29,7/21/2016,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,32,7/21/2016,Iraq,,	
female,23,7/21/2016,Sri Lanka,I did not go to school,FALSE	
male,19,8/17/2016,Afghanistan,,	
male,27,7/25/2016,Congo (Democratic Republic of the),Upper secondary education (11-13 school years),FALSE	
male,46,7/20/2016,Eritrea,,	
female,38,7/25/2016,Afghanistan,,	
male,41,7/20/2016,"Palestine, State of",Upper secondary education (11-13 school years),
male,21,8/17/2016,Syrian Arab Republic,,	
male,33,8/17/2016,Syrian Arab Republic,,	
male,37,7/21/2016,Nigeria,,	
male,35,8/18/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,26,7/22/2016,Somalia,,	
male,20,7/24/2016,Somalia,,	
male,36,8/19/2016,France,Upper secondary education (11-13 school years),TRUE	
female,23,7/23/2016,"Palestine, State of",,
male,28,7/23/2016,Afghanistan,Upper secondary education (11-13 school years),	
female,34,8/13/2016,Syrian Arab Republic,,	
male,26,5/28/2017,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,35,7/21/2016,Iraq,,	
male,39,7/23/2016,Syrian Arab Republic,,	
male,27,8/10/2016,Saudi Arabia,,	
male,27,8/2/2016,Syrian Arab Republic,,	
male,30,8/19/2016,Syrian Arab Republic,,TRUE	
male,24,8/18/2016,Bangladesh,,	
male,41,8/16/2016,Iran (Islamic Republic of),,	
male,27,8/27/2016,Syrian Arab Republic,,	
male,33,10/27/2016,Eritrea,,	
male,27,8/18/2016,Sudan,,	
female,28,8/17/2016,Afghanistan,,	
male,28,8/18/2016,Germany,Upper secondary education (11-13 school years),TRUE	
female,32,8/21/2016,Libya,,	
female,23,10/28/2016,Syrian Arab Republic,,TRUE	
male,33,8/18/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,22,8/21/2016,Afghanistan,,	
male,29,8/16/2016,Syrian Arab Republic,,	
female,42,8/22/2016,"Palestine, State of",,
male,40,8/17/2016,Egypt,Upper secondary education (11-13 school years),FALSE	
male,32,8/16/2016,Syrian Arab Republic,,TRUE	
male,32,9/25/2016,Syrian Arab Republic,,	
male,35,9/26/2016,Afghanistan,Upper secondary education (11-13 school years),	
male,21,9/4/2016,Ethiopia,,	
male,36,9/1/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,30,9/15/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,9/4/2016,Eritrea,,	
female,28,8/30/2016,Egypt,,	
male,32,8/31/2016,Afghanistan,Upper secondary education (11-13 school years),FALSE	
male,23,9/6/2016,Syrian Arab Republic,,	
male,32,8/31/2016,Mexico,,	
male,28,8/31/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,24,9/10/2016,Sudan,Upper secondary education (11-13 school years),FALSE	
male,46,8/31/2016,Côte d'Ivoire,,	
male,19,8/31/2016,Somalia,,	
male,28,9/5/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,40,9/1/2016,Afghanistan,,	
male,19,10/21/2017,Afghanistan,Upper secondary education (11-13 school years),TRUE	
female,29,9/10/2016,Gambia,,	
male,29,9/3/2016,Afghanistan,Upper secondary education (11-13 school years),TRUE	
male,25,8/31/2016,Syrian Arab Republic,,	
male,26,9/11/2016,Pakistan,,TRUE	
male,28,9/2/2016,Burundi,,	
male,22,9/6/2016,Gambia,,	
male,43,9/4/2016,Sudan,Upper secondary education (11-13 school years),TRUE	
male,31,9/1/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),	
male,46,9/1/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),FALSE	
male,19,9/1/2016,Iran (Islamic Republic of),,	
male,28,8/31/2016,Yemen,,	
male,30,8/30/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,34,8/31/2016,Libya,I did not go to school,FALSE	
male,35,8/31/2016,Libya,Primary education (4-7 school years),FALSE	
female,26,8/31/2016,Pakistan,,	
female,27,8/31/2016,Iran (Islamic Republic of),,	
male,34,9/1/2016,Côte d'Ivoire,,	
male,35,9/3/2016,Ethiopia,Upper secondary education (11-13 school years),TRUE	
male,30,9/2/2016,Ethiopia,,	
male,31,9/20/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,32,9/4/2016,Syrian Arab Republic,,	
male,29,8/31/2016,Western Sahara,Lower secondary education (7-11 school years),	
female,39,9/4/2016,Ireland,,	
male,30,9/2/2016,Syrian Arab Republic,,	
male,29,9/2/2016,Somalia,,	
male,35,9/3/2016,Afghanistan,,	
male,26,9/1/2016,Syrian Arab Republic,,	
female,23,9/19/2016,Syrian Arab Republic,,	
male,38,8/31/2016,Afghanistan,Lower secondary education (7-11 school years),FALSE	
male,34,2/1/2017,Sudan,Upper secondary education (11-13 school years),TRUE	
female,28,9/11/2016,Syrian Arab Republic,Upper secondary education (11-13 school years),TRUE	
male,25,8/30/2016,Afghanistan,Upper secondary education (11-13 school years),	
