Case Number,PostalCode,Number in Household,# of Adults,# of Children,Quantity,Amount,Cubic Volume Total (Ft),Primary Segment,Appointment Date,Date/Time Opened,DAY,MONTH,YEAR
00001569,M6B3A9,,1,,16,"$1,055.00 ",92.00,Formerly Homeless,,27/02/2015 3:39 PM,27,2,2015
00001493,M4B2G1,6,1,5,2,$40.00 ,11.50,Women and/or Children,,18/02/2015 5:15 PM,18,2,2015
00001455,M4B1V7,6,1,5,29,"$2,180.00 ",166.75,Immigrants,,12/02/2015 1:31 PM,12,2,2015
00001549,M8Y1W5,3,1,2,11,$715.00 ,63.25,Other,,26/02/2015 11:18 AM,26,2,2015
00001493,M4B2G1,6,1,5,2,$40.00 ,11.50,Women and/or Children,,18/02/2015 5:15 PM,18,2,2015
00001513,M1K3G9,4,1,3,4,$70.00 ,23.00,Women and/or Children,,20/02/2015 3:52 PM,20,2,2015
00001569,M6B3A9,,1,,3,$60.00 ,17.25,Formerly Homeless,,27/02/2015 3:39 PM,27,2,2015
00001503,M9M0C1,2,1,1,8,$330.00 ,46.00,Refugees,,20/02/2015 11:37 AM,20,2,2015
00001538,M4C1L7,,1,,10,$715.00 ,57.50,Formerly Homeless,,24/02/2015 6:20 PM,24,2,2015
00001503,M9M0C1,2,1,1,1,$20.00 ,5.75,Refugees,,20/02/2015 11:37 AM,20,2,2015
00001409,M3L2H9,2,2,0,2,$265.00 ,11.50,Immigrants & Newcomers,,09/02/2015 12:06 PM,9,2,2015
00001397,M8V2L4,,1,,12,$940.00 ,69.00,Women and/or Children,,06/02/2015 2:44 PM,6,2,2015
00001431,M8V1Y4,,1,,10,$600.00 ,57.50,Other,,10/02/2015 3:32 PM,10,2,2015
00001825,M4P2X9,,2,,19,$820.00 ,109.25,Formerly Homeless,,01/04/2015 12:07 PM,1,4,2015
00001806,M6M4N2,4,2,2,25,"$1,480.00 ",143.75,Women and/or Children,,30/03/2015 4:03 PM,30,3,2015
00001865,M3J2V1,,2,,2,$160.00 ,11.50,Formerly Homeless,,07/04/2015 11:48 AM,7,4,2015
00001802,M9W2N9,7,2,5,5,$370.00 ,28.75,Women and/or Children,,30/03/2015 2:58 PM,30,3,2015
00001885,M9P1T1,1,1,0,5,$470.00 ,28.75,Women and/or Children,,08/04/2015 6:46 PM,8,4,2015
00001817,M9V3M7,3,3,0,17,"$1,135.00 ",97.75,Refugees,,31/03/2015 2:44 PM,31,3,2015
00002205,M5J2Z3,,1,,2,$40.00 ,11.50,Formerly Homeless,,13/05/2015 3:24 PM,13,5,2015
00001416,M9V4H7,,1,,12,$475.00 ,69.00,Formerly Homeless,,09/02/2015 2:44 PM,9,2,2015
00001342,M1H2Y4,4,2,2,26,"$1,685.00 ",149.50,Women and/or Children,,30/01/2015 1:05 PM,30,1,2015
00001416,M9V4H7,,1,,1,$20.00 ,5.75,Formerly Homeless,,09/02/2015 2:44 PM,9,2,2015
00001386,M4B1J9,,1,,4,$430.00 ,23.00,Women and/or Children,,05/02/2015 2:33 PM,5,2,2015
00001337,M5R1T2,,1,,16,$860.00 ,92.00,Women and/or Children,,29/01/2015 4:54 PM,29,1,2015
00001299,M1R1S3,3,2,1,20,"$1,295.00 ",115.00,Refugees,,26/01/2015 11:18 AM,26,1,2015
00001324,M9M2N7,2,1,1,14,$705.00 ,80.50,Women and/or Children,,28/01/2015 3:24 PM,28,1,2015
00001338,L4T1X1,,2,,7,$140.00 ,40.25,Formerly Homeless,,30/01/2015 9:55 AM,30,1,2015
00001911,M5A4B6,,1,,22,"$1,160.00 ",126.50,Formerly Homeless,,10/04/2015 3:46 PM,10,4,2015
00001528,M1W2V2,,5,,9,$645.00 ,51.75,Formerly Homeless,,24/02/2015 10:27 AM,24,2,2015
00001636,M9M2T4,,1,,14,$870.00 ,80.50,Formerly Homeless,,06/03/2015 3:19 PM,6,3,2015
00001644,M4J3P5,,1,,3,$240.00 ,17.25,Formerly Homeless,,09/03/2015 11:00 AM,9,3,2015
00001655,M4J3P5,,2,,12,$915.00 ,69.00,Formerly Homeless,,10/03/2015 2:05 PM,10,3,2015
00001395,M8W1P5,3,2,1,17,"$1,200.00 ",97.75,Women and/or Children,,06/02/2015 1:17 PM,6,2,2015
00001400,M4S1C4,3,2,1,13,$960.00 ,74.75,Women and/or Children,,06/02/2015 5:36 PM,6,2,2015
00001403,M9R3S4,,2,,8,$630.00 ,46.00,Mental Illness,,06/02/2015 9:55 PM,6,2,2015
00001421,N5Y4X9,2,1,1,35,"$1,970.00 ",201.25,Formerly Homeless,,10/02/2015 10:26 AM,10,2,2015
00001437,M1E2Y2,,2,,25,"$1,445.00 ",143.75,Women and/or Children,,10/02/2015 4:52 PM,10,2,2015
00001431,M8V1Y4,,1,,1,$40.00 ,5.75,Other,,10/02/2015 3:32 PM,10,2,2015
00001421,N5Y4X9,2,1,1,1,$20.00 ,5.75,Formerly Homeless,,10/02/2015 10:26 AM,10,2,2015
00001669,M9L2K3,,1,,11,$520.00 ,63.25,Formerly Homeless,,11/03/2015 3:07 PM,11,3,2015
00001691,M5A3Y8,,,,21,"$1,125.00 ",120.75,Formerly Homeless,,13/03/2015 1:53 PM,13,3,2015
00001677,M9V1K2,,1,,7,$480.00 ,40.25,Formerly Homeless,,12/03/2015 4:11 PM,12,3,2015
00001523,M1G3S5,3,2,1,13,$905.00 ,74.75,Refugees,,23/02/2015 3:30 PM,23,2,2015
00001681,M4B1A1,,1,,8,$490.00 ,46.00,Formerly Homeless,,12/03/2015 4:49 PM,12,3,2015
00001660,M4A1W3,,1,,18,$955.00 ,103.50,Formerly Homeless,,11/03/2015 11:29 AM,11,3,2015
00001600,M2M3T8,4,2,2,6,$620.00 ,34.50,Refugees,,04/03/2015 9:17 AM,4,3,2015
00001551,M4C2G8,4,2,2,24,"$1,445.00 ",138.00,Immigrants,,26/02/2015 12:39 PM,26,2,2015
00001682,M8W1E8,,2,,22,"$1,450.00 ",126.50,Formerly Homeless,,12/03/2015 5:19 PM,12,3,2015
00001775,M4H1J5,5,2,3,1,$20.00 ,5.75,Immigrants,,26/03/2015 10:07 AM,26,3,2015
00001981,L4X2M8,5,1,4,5,$510.00 ,28.75,Formerly Homeless,,20/04/2015 9:21 AM,20,4,2015
00002187,M1L4P9,,1,,18,"$1,090.00 ",103.50,Women and/or Children,,12/05/2015 2:30 PM,12,5,2015
00002232,M8V1M4,,2,,3,$430.00 ,17.25,Other,,16/05/2015 1:40 PM,16,5,2015
00002232,M8V1M4,,2,,2,$80.00 ,11.50,Other,,16/05/2015 1:40 PM,16,5,2015
00002231,M6N1S7,3,1,2,4,$455.00 ,23.00,Indigenous,,15/05/2015 8:03 PM,15,5,2015
00002207,M3N2H7,2,1,1,22,"$1,310.00 ",126.50,Women and/or Children,,13/05/2015 5:22 PM,13,5,2015
00002159,M6M0A2,4,1,3,6,$680.00 ,34.50,Refugees,,08/05/2015 12:52 PM,8,5,2015
00001318,M9V3E2,,1,,6,$160.00 ,34.50,Formerly Homeless,,28/01/2015 10:06 AM,28,1,2015
00001338,L4T1X1,,2,,15,"$1,080.00 ",86.25,Formerly Homeless,,30/01/2015 9:55 AM,30,1,2015
00001329,M5V4A6,,1,,8,$510.00 ,46.00,Formerly Homeless,,29/01/2015 11:28 AM,29,1,2015
00001833,M3C1B5,6,3,3,16,"$1,065.00 ",92.00,Immigrants,,01/04/2015 3:53 PM,1,4,2015
00001944,M3J0C1,,1,,11,$425.00 ,63.25,Formerly Homeless,,15/04/2015 10:08 AM,15,4,2015
00001925,M4C1M1,,1,,13,$550.00 ,74.75,Formerly Homeless,,13/04/2015 12:22 PM,13,4,2015
00001944,M3J0C1,,1,,2,$40.00 ,11.50,Formerly Homeless,,15/04/2015 10:08 AM,15,4,2015
00001637,M5A3Y8,,1,,7,$545.00 ,40.25,Formerly Homeless,,06/03/2015 3:54 PM,6,3,2015
00001528,M1W2V2,,5,,1,$20.00 ,5.75,Formerly Homeless,,24/02/2015 10:27 AM,24,2,2015
00001650,M9N2S3,,1,,6,$390.00 ,34.50,Formerly Homeless,,09/03/2015 4:03 PM,9,3,2015
00001597,M6P4E4,,1,,10,$655.00 ,57.50,Formerly Homeless,,03/03/2015 3:15 PM,3,3,2015
00001626,M6J1E6,,1,,12,$765.00 ,69.00,Formerly Homeless,,05/03/2015 4:45 PM,5,3,2015
00001650,M9N2S3,,1,,1,$20.00 ,5.75,Formerly Homeless,,09/03/2015 4:03 PM,9,3,2015
00001610,M1R1S1,,1,,20,"$1,320.00 ",115.00,Formerly Homeless,,04/03/2015 3:38 PM,4,3,2015
00001468,M5N1G1,,3,,23,"$1,510.00 ",132.25,Mental Illness,,13/02/2015 3:23 PM,13,2,2015
00001361,M1K4P8,3,1,2,9,$850.00 ,51.75,Formerly Homeless,,02/02/2015 4:52 PM,2,2,2015
00001378,M4C5M4,2,1,1,20,"$1,215.00 ",115.00,Immigrants,,04/02/2015 1:37 PM,4,2,2015
00001446,M3M1J7,,2,,4,$440.00 ,23.00,Refugees,,11/02/2015 12:04 PM,11,2,2015
00001446,M3M1J7,,2,,1,$20.00 ,5.75,Refugees,,11/02/2015 12:04 PM,11,2,2015
00001438,M4A2A6,2,1,1,21,$990.00 ,120.75,Women and/or Children,,10/02/2015 5:03 PM,10,2,2015
00001418,M8Y4G8,,1,,10,$520.00 ,57.50,Mental Illness,,09/02/2015 3:45 PM,9,2,2015
00001411,M2J3C5,,2,,19,"$1,080.00 ",109.25,Refugees,,09/02/2015 1:23 PM,9,2,2015
00001456,M6C2W3,,1,,14,$730.00 ,80.50,Women and/or Children,,12/02/2015 2:18 PM,12,2,2015
00001680,M1R2R8,,1,,13,$860.00 ,74.75,Formerly Homeless,,12/03/2015 4:41 PM,12,3,2015
00001534,M1E3E9,4,2,2,23,"$1,260.00 ",132.25,Formerly Homeless,,24/02/2015 2:56 PM,24,2,2015
00001661,M9N3P7,,1,,21,"$1,255.00 ",120.75,Formerly Homeless,,11/03/2015 11:41 AM,11,3,2015
00001689,M1N1J4,,1,,12,$790.00 ,69.00,Formerly Homeless,,13/03/2015 1:24 PM,13,3,2015
00001800,L6W1L7,3,2,1,6,$400.00 ,34.50,Formerly Homeless,,30/03/2015 1:25 PM,30,3,2015
00001857,M2R1N9,,3,,36,"$2,345.00 ",207.00,Refugees,,02/04/2015 5:03 PM,2,4,2015
00001917,M6K2V5,1,1,0,11,$840.00 ,63.25,Formerly Homeless,,10/04/2015 5:52 PM,10,4,2015
00001870,M9A4Y6,,1,,19,"$1,140.00 ",109.25,Women and/or Children,,08/04/2015 8:34 AM,8,4,2015
00001804,M4X1G5,3,2,1,16,$965.00 ,92.00,Refugees,,30/03/2015 3:46 PM,30,3,2015
00001824,M1B3L9,4,2,2,12,$970.00 ,69.00,Refugees,,01/04/2015 11:40 AM,1,4,2015
00001881,M1B5T7,,1,,9,$715.00 ,51.75,Women and/or Children,,08/04/2015 2:25 PM,8,4,2015
00002161,M9V1R9,3,2,1,12,$885.00 ,69.00,Refugees,,08/05/2015 1:33 PM,8,5,2015
00002159,M6M0A2,4,1,3,9,$245.00 ,51.75,Refugees,,08/05/2015 12:52 PM,8,5,2015
00002231,M6N1S7,3,1,2,2,$40.00 ,11.50,Indigenous,,15/05/2015 8:03 PM,15,5,2015
00002158,M2K1J9,5,2,3,23,"$1,080.00 ",132.25,Immigrants,,08/05/2015 12:13 PM,8,5,2015
00002240,M4M1V6,4,2,2,14,$790.00 ,80.50,Refugees,,19/05/2015 12:07 PM,19,5,2015
00002216,M1J3E4,4,2,2,16,"$1,290.00 ",92.00,Refugees,,14/05/2015 2:50 PM,14,5,2015
00002266,M1G1S2,,2,,5,$570.00 ,28.75,Formerly Homeless,,22/05/2015 9:27 AM,22,5,2015
00002266,M1G1S2,,2,,3,$60.00 ,17.25,Formerly Homeless,,22/05/2015 9:27 AM,22,5,2015
00002216,M1J3E4,4,2,2,3,$60.00 ,17.25,Refugees,,14/05/2015 2:50 PM,14,5,2015
00002330,M6N3W4,,1,,12,$710.00 ,69.00,Formerly Homeless,,29/05/2015 10:34 AM,29,5,2015
00001754,M6A2N6,2,1,1,16,$985.00 ,92.00,Refugees,,24/03/2015 12:09 PM,24,3,2015
00001975,M1E4X2,,1,,9,$615.00 ,51.75,Formerly Homeless,,17/04/2015 3:11 PM,17,4,2015
00001912,M6P4B9,,1,,26,"$1,540.00 ",149.50,Formerly Homeless,,10/04/2015 4:01 PM,10,4,2015
00001472,L4T2G4,,1,,12,$690.00 ,69.00,Formerly Homeless,,17/02/2015 11:28 AM,17,2,2015
00001418,M8Y4G8,,1,,2,$40.00 ,11.50,Mental Illness,,09/02/2015 3:45 PM,9,2,2015
00001330,M9R3Y8,4,1,3,22,$900.00 ,126.50,Refugees,,29/01/2015 12:13 PM,29,1,2015
00001504,M4C2L8,,1,,22,"$1,395.00 ",126.50,Formerly Homeless,,20/02/2015 12:16 PM,20,2,2015
00001379,M1B5K8,5,1,4,25,"$1,460.00 ",143.75,Women and/or Children,,04/02/2015 3:41 PM,4,2,2015
00001489,M6R2B9,1,1,0,13,$750.00 ,74.75,Formerly Homeless,,18/02/2015 3:16 PM,18,2,2015
00002264,M4H1L3,5,1,4,17,"$1,530.00 ",97.75,Immigrants,,21/05/2015 4:34 PM,21,5,2015
00001810,M4H1J5,,1,,22,"$1,420.00 ",126.50,Immigrants,,31/03/2015 9:47 AM,31,3,2015
00001813,M1K2M9,,2,,20,"$1,435.00 ",115.00,Refugees,,31/03/2015 12:14 PM,31,3,2015
00001915,M4M2P1,,,,14,$895.00 ,80.50,Formerly Homeless,,10/04/2015 5:24 PM,10,4,2015
00001859,M3J2Z3,4,2,2,18,"$1,450.00 ",103.50,Formerly Homeless,,06/04/2015 2:25 PM,6,4,2015
00001901,M6H4G1,,1,,5,$450.00 ,28.75,Formerly Homeless,,10/04/2015 11:43 AM,10,4,2015
00002244,M3C1B5,3,1,2,23,"$1,725.00 ",132.25,Immigrants,,20/05/2015 11:31 AM,20,5,2015
00002287,M4J1M5,,2,,15,$845.00 ,86.25,Formerly Homeless,,26/05/2015 10:03 AM,26,5,2015
00002251,M6K2T7,,2,,8,$425.00 ,46.00,Formerly Homeless,,20/05/2015 1:11 PM,20,5,2015
00002287,M4J1M5,,2,,2,$40.00 ,11.50,Formerly Homeless,,26/05/2015 10:03 AM,26,5,2015
00001975,M1E4X2,,1,,4,$150.00 ,23.00,Formerly Homeless,,17/04/2015 3:11 PM,17,4,2015
00001920,M3C2Z2,2,1,1,27,"$1,730.00 ",155.25,Formerly Homeless,,13/04/2015 8:41 AM,13,4,2015
00001904,M5A1W4,2,1,1,24,"$1,475.00 ",138.00,Women and/or Children,,10/04/2015 11:58 AM,10,4,2015
00002272,M6P1Y1,1,1,0,15,"$1,020.00 ",86.25,Women and/or Children,,22/05/2015 1:36 PM,22,5,2015
00002238,M4V1S7,,2,,22,"$1,135.00 ",126.50,Refugees,,19/05/2015 11:04 AM,19,5,2015
00002235,M6K2G4,3,2,1,15,$910.00 ,86.25,Refugees,,19/05/2015 9:59 AM,19,5,2015
00002261,M6N1Y3,,1,,13,$945.00 ,74.75,Women and/or Children,,21/05/2015 1:21 PM,21,5,2015
00002306,M1L3Y9,,1,,18,"$1,095.00 ",103.50,Formerly Homeless,,27/05/2015 11:40 AM,27,5,2015
00002270,M6N1A7,,1,,9,$615.00 ,51.75,Formerly Homeless,,22/05/2015 11:55 AM,22,5,2015
00002223,M9V2V7,1,1,0,18,"$1,300.00 ",103.50,Formerly Homeless,,15/05/2015 10:03 AM,15,5,2015
00002261,M6N1Y3,,1,,1,$20.00 ,5.75,Women and/or Children,,21/05/2015 1:21 PM,21,5,2015
00002209,M9V3T8,,1,,12,$905.00 ,69.00,Formerly Homeless,,14/05/2015 10:14 AM,14,5,2015
00002236,M3N1S5,,1,,8,$600.00 ,46.00,Refugees,,19/05/2015 10:59 AM,19,5,2015
00002233,M4P1L9,2,1,1,21,"$1,365.00 ",120.75,Refugees,,16/05/2015 8:30 PM,16,5,2015
00002282,M9P2R7,2,1,1,15,"$1,140.00 ",86.25,Formerly Homeless,,25/05/2015 5:15 PM,25,5,2015
00002282,M9P2R7,2,1,1,4,$95.00 ,23.00,Formerly Homeless,,25/05/2015 5:15 PM,25,5,2015
00002259,M6R2H8,,2,,1,$300.00 ,5.75,Refugees,,21/05/2015 12:38 PM,21,5,2015
00001490,M6M2K8,,2,,31,"$2,005.00 ",178.25,Formerly Homeless,,18/02/2015 3:42 PM,18,2,2015
00001479,M9P2L6,,1,,7,$470.00 ,40.25,Formerly Homeless,,17/02/2015 5:34 PM,17,2,2015
00001390,M4M1H9,,,,18,"$1,145.00 ",103.50,Formerly Homeless,,06/02/2015 9:05 AM,6,2,2015
00001475,M4E3V6,1,1,0,12,$800.00 ,69.00,Formerly Homeless,,17/02/2015 4:48 PM,17,2,2015
00001372,M4B1H8,,1,,6,$590.00 ,34.50,Refugees,,03/02/2015 4:05 PM,3,2,2015
00002208,M1G3T3,,1,,6,$505.00 ,34.50,Women and/or Children,,14/05/2015 2:01 AM,14,5,2015
00002208,M1G3T3,,1,,2,$40.00 ,11.50,Women and/or Children,,14/05/2015 2:01 AM,14,5,2015
00002294,M9N1L6,,2,,7,$465.00 ,40.25,Formerly Homeless,,26/05/2015 2:12 PM,26,5,2015
00002162,M8W1Y8,,2,,23,"$1,350.00 ",132.25,Women and/or Children,,08/05/2015 3:51 PM,8,5,2015
00002294,M9N1L6,,2,,3,$80.00 ,17.25,Formerly Homeless,,26/05/2015 2:12 PM,26,5,2015
00002265,M3N2W5,,1,,16,$940.00 ,92.00,Formerly Homeless,,21/05/2015 5:17 PM,21,5,2015
00002179,M6P3S7,,1,,8,$405.00 ,46.00,Refugees,,11/05/2015 6:52 PM,11,5,2015
00002331,M9V1T4,,1,,8,$380.00 ,46.00,Formerly Homeless,,29/05/2015 12:02 PM,29,5,2015
00001915,M4M2P1,,,,2,$40.00 ,11.50,Formerly Homeless,,10/04/2015 5:24 PM,10,4,2015
00001873,M4B2G1,,1,,14,"$1,010.00 ",80.50,Formerly Homeless,,08/04/2015 10:34 AM,8,4,2015
00001914,M1N1J2,,1,,10,$740.00 ,57.50,Formerly Homeless,,10/04/2015 4:45 PM,10,4,2015
00001859,M3J2Z3,4,2,2,1,$20.00 ,5.75,Formerly Homeless,,06/04/2015 2:25 PM,6,4,2015
00001939,M1L4P2,,1,,2,$270.00 ,11.50,Formerly Homeless,,14/04/2015 11:49 AM,14,4,2015
00001749,M4X1K9,,1,,9,$455.00 ,51.75,Formerly Homeless,,23/03/2015 4:55 PM,23,3,2015
00001807,M9C2B2,4,3,1,31,"$2,000.00 ",178.25,Immigrants & Newcomers,,31/03/2015 2:03 AM,31,3,2015
00001874,M9N1Y8,,1,,8,$405.00 ,46.00,Formerly Homeless,,08/04/2015 10:42 AM,8,4,2015
00001869,M1H2G5,,1,,11,$585.00 ,63.25,Formerly Homeless,,07/04/2015 4:42 PM,7,4,2015
00001941,M4S2W4,2,2,0,11,"$1,320.00 ",63.25,Other,,14/04/2015 2:47 PM,14,4,2015
00001869,M1H2G5,,1,,4,$80.00 ,23.00,Formerly Homeless,,07/04/2015 4:42 PM,7,4,2015
00002335,M5P3H3,,1,,12,$860.00 ,69.00,Mental Illness,,29/05/2015 3:30 PM,29,5,2015
00002366,M6M4R2,,1,,7,$640.00 ,40.25,Formerly Homeless,,01/06/2015 5:50 PM,1,6,2015
00002259,M6R2H8,,2,,5,$230.00 ,28.75,Refugees,,21/05/2015 12:38 PM,21,5,2015
00002277,M6M5B7,5,1,4,14,$680.00 ,80.50,Other,,25/05/2015 11:43 AM,25,5,2015
00002221,M4S3C8,,1,,22,"$1,385.00 ",126.50,Women and/or Children,,14/05/2015 7:53 PM,14,5,2015
00002103,M1P2M7,2,1,1,29,"$1,710.00 ",166.75,Women and/or Children,,30/04/2015 3:37 PM,30,4,2015
00002217,M1G3S5,4,2,2,9,$400.00 ,51.75,Immigrants,,14/05/2015 2:53 PM,14,5,2015
00002327,M6M5A5,2,1,1,19,"$1,175.00 ",109.25,Formerly Homeless,,29/05/2015 8:15 AM,29,5,2015
00002200,L4Z1H6,3,2,1,23,"$1,780.00 ",132.25,Formerly Homeless,,13/05/2015 10:42 AM,13,5,2015
00002211,M9N3P1,,1,,14,$970.00 ,80.50,Formerly Homeless,,14/05/2015 11:35 AM,14,5,2015
00001507,M4Y1J1,,1,,15,$780.00 ,86.25,Formerly Homeless,,20/02/2015 1:36 PM,20,2,2015
00001494,M6M4Y6,,1,,10,$505.00 ,57.50,Formerly Homeless,,19/02/2015 10:08 AM,19,2,2015
00001343,L4B0C4,3,2,1,3,$60.00 ,17.25,Refugees,,30/01/2015 1:47 PM,30,1,2015
00001510,M5A2R7,1,1,0,19,"$1,095.00 ",109.25,Formerly Homeless,,20/02/2015 2:00 PM,20,2,2015
00001343,L4B0C4,3,2,1,6,$290.00 ,34.50,Refugees,,30/01/2015 1:47 PM,30,1,2015
00002318,M5A2E1,,1,,14,$805.00 ,80.50,Formerly Homeless,,28/05/2015 2:41 PM,28,5,2015
00002179,M6P3S7,,1,,1,$20.00 ,5.75,Refugees,,11/05/2015 6:52 PM,11,5,2015
00002276,M4C5L8,,1,,17,"$1,110.00 ",97.75,Formerly Homeless,,25/05/2015 9:28 AM,25,5,2015
00001818,M1T3P4,,2,,19,"$1,095.00 ",109.25,Refugees,,31/03/2015 2:59 PM,31,3,2015
00001880,M9V4C3,2,2,0,20,"$1,380.00 ",115.00,Immigrants & Newcomers,,08/04/2015 1:36 PM,8,4,2015
00001958,M1J3E4,,2,,7,$545.00 ,40.25,Other,,16/04/2015 12:34 PM,16,4,2015
00002245,M1T1A8,,1,,19,"$1,380.00 ",109.25,Women and/or Children,,20/05/2015 11:34 AM,20,5,2015
00002308,M1V3G3,,1,,3,$80.00 ,17.25,Other,,27/05/2015 11:49 AM,27,5,2015
00002339,M1K4R4,,1,,22,"$1,100.00 ",126.50,Formerly Homeless,,29/05/2015 5:02 PM,29,5,2015
00002340,M6E2E7,1,1,0,9,$680.00 ,51.75,Formerly Homeless,,29/05/2015 5:13 PM,29,5,2015
00002380,M4C5A5,6,1,5,18,"$1,355.00 ",103.50,Other,,03/06/2015 10:35 AM,3,6,2015
00002333,M1E2N1,,1,,1,$20.00 ,5.75,Other,,29/05/2015 12:24 PM,29,5,2015
00002319,M6H3C2,,1,,8,$550.00 ,46.00,Formerly Homeless,,28/05/2015 2:49 PM,28,5,2015
00002271,M1G3G3,5,3,2,29,"$2,180.00 ",166.75,Women and/or Children,,22/05/2015 1:03 PM,22,5,2015
00002332,M1L3Z9,,1,,14,$560.00 ,80.50,Formerly Homeless,,29/05/2015 12:17 PM,29,5,2015
00002263,M9W6E9,,1,,8,$595.00 ,46.00,Refugees,,21/05/2015 4:21 PM,21,5,2015
00002289,M6K2Z4,,1,,13,$790.00 ,74.75,Formerly Homeless,,26/05/2015 11:33 AM,26,5,2015
00002371,M1J1E8,,1,,19,"$1,235.00 ",109.25,Formerly Homeless,,02/06/2015 12:25 PM,2,6,2015
00002371,M1J1E8,,1,,1,$20.00 ,5.75,Formerly Homeless,,02/06/2015 12:25 PM,2,6,2015
00002325,M4J2L3,3,2,1,1,$20.00 ,5.75,Other,,28/05/2015 6:19 PM,28,5,2015
00002337,L4S1J1,4,1,3,15,$635.00 ,86.25,Refugees,,29/05/2015 3:50 PM,29,5,2015
00002225,M9V4P1,4,2,2,10,$565.00 ,57.50,Immigrants,,15/05/2015 4:43 PM,15,5,2015
00002291,M9W6Z5,2,1,1,10,$705.00 ,57.50,Other,,26/05/2015 12:27 PM,26,5,2015
00002280,M1R1T1,,1,,5,$630.00 ,28.75,Formerly Homeless,,25/05/2015 4:13 PM,25,5,2015
00002280,M1R1T1,,1,,2,$60.00 ,11.50,Formerly Homeless,,25/05/2015 4:13 PM,25,5,2015
00002322,M4C5L7,,1,,13,$780.00 ,74.75,Women and/or Children,,28/05/2015 3:46 PM,28,5,2015
00002268,L7A2H3,5,3,2,21,"$1,500.00 ",120.75,Formerly Homeless,,22/05/2015 10:58 AM,22,5,2015
00002334,M4C1L7,,1,,10,$670.00 ,57.50,Formerly Homeless,,29/05/2015 12:53 PM,29,5,2015
00002334,M4C1L7,,1,,1,$20.00 ,5.75,Formerly Homeless,,29/05/2015 12:53 PM,29,5,2015
00002313,M4L1:2,,1,,7,$700.00 ,40.25,Formerly Homeless,,28/05/2015 10:21 AM,28,5,2015
00002258,M4J3E1,,1,,11,$700.00 ,63.25,Women and/or Children,,21/05/2015 12:31 PM,21,5,2015
00002313,M4L1:2,,1,,3,$75.00 ,17.25,Formerly Homeless,,28/05/2015 10:21 AM,28,5,2015
00001352,L5R3N5,7,2,5,21,$940.00 ,120.75,Formerly Homeless,,02/02/2015 9:58 AM,2,2,2015
00001412,M5M4A6,,2,,18,"$1,090.00 ",103.50,Refugees,,09/02/2015 1:27 PM,9,2,2015
00001426,M6K1G7,3,2,1,12,"$1,020.00 ",69.00,Formerly Homeless,,10/02/2015 2:38 PM,10,2,2015
00001373,M4C3A2,,2,,16,"$1,090.00 ",92.00,Refugees,,03/02/2015 4:20 PM,3,2,2015
00001352,L5R3N5,7,2,5,3,$60.00 ,17.25,Formerly Homeless,,02/02/2015 9:58 AM,2,2,2015
00001799,M9V4P1,7,5,2,39,"$2,155.00 ",224.25,Refugees,,30/03/2015 11:51 AM,30,3,2015
00001862,M2R2Z9,,2,,17,"$1,290.00 ",97.75,Refugees,,07/04/2015 11:07 AM,7,4,2015
00001135,M1E1K1,,1,,15,$870.00 ,86.25,Formerly Homeless,,05/01/2015 4:43 PM,5,1,2015
00001136,M6M4R4,,1,,10,$740.00 ,57.50,Formerly Homeless,,05/01/2015 5:17 PM,5,1,2015
00001151,M1K0A4,,1,,20,"$1,030.00 ",115.00,Women and/or Children,,07/01/2015 10:51 AM,7,1,2015
00001136,M6M4R4,,1,,1,$20.00 ,5.75,Formerly Homeless,,05/01/2015 5:17 PM,5,1,2015
00001445,M4M2G3,1,1,0,11,$640.00 ,63.25,Mental Illness,,11/02/2015 11:40 AM,11,2,2015
00001415,M3L1Y3,3,1,2,3,$80.00 ,17.25,Refugees,,09/02/2015 2:05 PM,9,2,2015
00001355,M1S4K8,5,1,4,17,$890.00 ,97.75,Women and/or Children,,02/02/2015 2:40 PM,2,2,2015
00001410,M5T2N8,,1,,8,$535.00 ,46.00,Refugees,,09/02/2015 12:53 PM,9,2,2015
00002145,M9V1R9,4,2,2,30,"$2,290.00 ",172.50,Refugees,,06/05/2015 4:24 PM,6,5,2015
00002292,M5R1J8,,1,,15,$740.00 ,86.25,Formerly Homeless,,26/05/2015 12:36 PM,26,5,2015
00002288,M8V3Y9,2,1,1,6,$260.00 ,34.50,Women and/or Children,,26/05/2015 11:01 AM,26,5,2015
00001861,M2J3C5,3,1,2,8,$570.00 ,46.00,Immigrants,,07/04/2015 10:17 AM,7,4,2015
00001823,M6A2B8,4,3,1,19,"$1,290.00 ",109.25,Refugees,,01/04/2015 11:28 AM,1,4,2015
00001966,L1L7N7,2,1,1,12,"$1,065.00 ",69.00,Other,,17/04/2015 9:20 AM,17,4,2015
00001862,M2R2Z9,,2,,1,$20.00 ,5.75,Refugees,,07/04/2015 11:07 AM,7,4,2015
00001831,M4C4P5,,1,,11,$850.00 ,63.25,Formerly Homeless,,01/04/2015 2:58 PM,1,4,2015
00001892,M6E4Z9,,1,,15,"$1,085.00 ",86.25,Women and/or Children,,09/04/2015 2:30 PM,9,4,2015
00001842,L4X1R7,3,1,2,15,"$1,130.00 ",86.25,Formerly Homeless,,02/04/2015 12:14 PM,2,4,2015
00001848,M4B2G1,4,3,1,33,"$2,085.00 ",189.75,Refugees,,02/04/2015 3:41 PM,2,4,2015
